fam,ticker,dt,entry,market,amt20,r5,r10,r20,r40
배당결정,126700,20180208,20180209,KOSDAQ,84.1,5.7,2.97,4.18,1.45
배당결정,115440,20180208,20180209,KOSDAQ,5.3,4.55,16.17,22.2,44.99
배당결정,112040,20180208,20180209,KOSDAQ,131.9,-1.17,10.46,1.71,5.29
배당결정,105740,20180208,20180209,KOSDAQ,2.6,6.58,19.74,38.01,27.01
배당결정,102710,20180208,20180209,KOSDAQ,45.3,3.37,4.87,3.37,-9.63
배당결정,101240,20180208,20180209,KOSDAQ,4.6,-0.82,-0.33,-1.83,-4.57
배당결정,100120,20180208,20180209,KOSDAQ,75.5,3.0,2.63,-6.56,-6.93
배당결정,096240,20180208,20180209,KOSDAQ,7.2,-0.56,-0.87,-4.55,-2.71
배당결정,119500,20180208,20180209,KOSDAQ,32.2,4.29,-1.89,8.68,16.11
공급계약,083930,20180208,20180209,KOSDAQ,11.1,12.47,9.44,6.78,-0.67
공급계약,215380,20180208,20180209,KOSDAQ,23.3,6.08,8.7,5.22,98.06
공급계약,042700,20180208,20180209,KOSPI,46.6,-3.67,0.6,-5.38,-8.8
배당결정,017890,20180208,20180209,KOSDAQ,40.8,-1.37,2.19,-3.82,21.7
배당결정,033160,20180208,20180209,KOSDAQ,28.9,5.11,6.49,9.26,-7.33
배당결정,037070,20180208,20180209,KOSDAQ,1.2,0.64,-1.48,-1.83,0.81
배당결정,010470,20180208,20180209,KOSDAQ,1.3,-0.34,-2.24,-5.66,-6.9
배당결정,039340,20180208,20180209,KOSDAQ,22.0,1.97,1.06,-6.58,-9.69
배당결정,044340,20180208,20180209,KOSDAQ,57.2,1.74,1.74,16.54,7.48
배당결정,049720,20180208,20180209,KOSDAQ,1.7,1.78,3.33,3.5,23.09
배당결정,060480,20180208,20180209,KOSDAQ,2.4,1.95,0.97,3.75,28.59
공급계약,038010,20180208,20180209,KOSDAQ,1.7,-1.87,5.16,9.2,6.59
배당결정,065710,20180208,20180209,KOSDAQ,8.8,4.38,1.28,4.04,11.28
배당결정,067080,20180208,20180209,KOSDAQ,244.6,7.08,7.46,16.72,28.63
배당결정,075130,20180208,20180209,KOSDAQ,4.3,1.82,-0.1,5.25,-2.7
배당결정,086450,20180208,20180209,KOSDAQ,6.9,-4.9,1.65,-1.03,5.67
공급계약,010140,20180208,20180209,KOSPI,496.3,5.92,1.31,12.58,3.6
공급계약,019170,20180208,20180209,KOSPI,76.0,17.34,11.57,15.58,38.79
배당결정,066670,20180208,20180209,KOSDAQ,2.0,1.32,-0.15,0.12,3.45
배당결정,093190,20180208,20180209,KOSDAQ,5.4,-4.79,-5.8,-5.51,-9.97
공급계약,064290,20180209,20180212,KOSDAQ,5.7,-3.16,-7.63,3.88,2.65
공급계약,032820,20180209,20180212,KOSDAQ,23.0,0.06,-3.69,11.93,16.46
공급계약,001840,20180209,20180212,KOSDAQ,50.0,4.6,14.91,31.76,38.08
자사주직접,075130,20180209,20180212,KOSDAQ,4.3,3.63,1.87,6.43,-1.12
배당결정,001820,20180209,20180212,KOSPI,306.9,-5.97,-10.83,6.3,24.29
배당결정,001740,20180209,20180212,KOSPI,68.9,-3.25,-2.93,-3.42,-10.43
배당결정,192250,20180209,20180212,KOSDAQ,275.5,20.22,8.39,9.74,-3.44
배당결정,140670,20180209,20180212,KOSDAQ,71.5,-2.01,-8.68,4.21,-14.23
배당결정,068790,20180209,20180212,KOSDAQ,22.4,7.69,4.12,8.25,0.84
배당결정,053050,20180209,20180212,KOSDAQ,1.4,5.02,1.62,1.62,-2.41
배당결정,045660,20180209,20180212,KOSDAQ,43.6,21.22,19.72,6.99,-6.87
배당결정,041460,20180209,20180212,KOSDAQ,364.6,1.18,-2.02,6.03,-10.3
배당결정,038950,20180209,20180212,KOSDAQ,2.7,-6.94,-11.55,-14.11,-25.2
배당결정,036810,20180209,20180212,KOSDAQ,29.1,1.42,-2.12,-1.24,-1.58
배당결정,021650,20180209,20180212,KOSDAQ,2.8,-1.1,-0.71,1.39,-6.65
배당결정,054450,20180209,20180212,KOSDAQ,10.5,-3.74,2.49,-3.74,14.55
배당결정,213500,20180209,20180212,KOSPI,27.8,2.96,9.25,7.27,7.93
배당결정,200880,20180209,20180212,KOSPI,8.5,-1.67,-2.76,-8.47,-19.9
배당결정,069640,20180209,20180212,KOSPI,15.1,-1.34,-7.85,-8.32,-9.35
배당결정,058650,20180209,20180212,KOSPI,0.9,-4.59,-5.96,-9.71,-12.78
배당결정,018880,20180209,20180212,KOSPI,157.8,-4.72,-1.96,-7.47,-12.2
배당결정,007860,20180209,20180212,KOSPI,3.5,-8.37,-8.5,-12.81,-20.53
배당결정,281820,20180209,20180212,KOSPI,31.9,2.42,3.2,12.24,12.76
배당결정,002390,20180209,20180212,KOSPI,70.0,12.36,4.87,23.68,10.68
배당결정,036640,20180212,20180213,KOSDAQ,12.2,-1.07,-1.18,-4.0,-4.33
배당결정,036830,20180212,20180213,KOSDAQ,30.7,-6.09,-6.58,1.24,4.66
배당결정,041190,20180212,20180213,KOSDAQ,1720.4,7.28,-4.36,-18.2,-29.4
배당결정,049120,20180212,20180213,KOSDAQ,21.1,11.4,5.02,3.75,-6.14
배당결정,053800,20180212,20180213,KOSDAQ,105.7,38.41,38.41,46.47,19.77
배당결정,058400,20180212,20180213,KOSDAQ,3.2,-0.01,-1.97,3.42,-2.46
배당결정,094940,20180212,20180213,KOSDAQ,6.4,1.24,8.8,28.09,48.1
배당결정,086980,20180212,20180213,KOSDAQ,29.2,3.16,7.93,6.83,4.26
배당결정,089980,20180212,20180213,KOSDAQ,93.0,-5.96,-9.38,6.77,3.67
배당결정,101170,20180212,20180213,KOSDAQ,5.2,3.11,-0.39,2.63,-4.86
배당결정,109860,20180212,20180213,KOSDAQ,1.8,-0.34,-2.6,-4.06,-3.61
배당결정,033540,20180212,20180213,KOSDAQ,113.1,0.66,-2.91,-8.03,-7.46
배당결정,065350,20180212,20180213,KOSDAQ,18.6,3.03,-2.86,-2.76,4.5
배당결정,019210,20180212,20180213,KOSDAQ,44.5,18.54,9.84,2.31,-4.07
배당결정,005500,20180212,20180213,KOSPI,31.1,-6.55,-0.56,0.54,15.33
배당결정,012790,20180212,20180213,KOSDAQ,23.9,-4.84,-5.55,-5.19,11.78
배당결정,003380,20180212,20180213,KOSDAQ,42.8,-1.5,-2.11,-7.05,-8.29
배당결정,006050,20180212,20180213,KOSDAQ,7.9,4.95,7.76,2.54,15.39
배당결정,036580,20180212,20180213,KOSPI,11.5,-5.92,-7.08,-9.41,-9.41
배당결정,033920,20180212,20180213,KOSPI,13.2,-6.16,-8.42,-13.19,-14.2
배당결정,021240,20180212,20180213,KOSPI,154.9,2.04,-1.3,0.66,3.55
배당결정,012280,20180212,20180213,KOSPI,17.6,2.37,5.29,7.89,11.78
배당결정,009460,20180212,20180213,KOSPI,8.0,-2.14,-1.66,-0.22,-3.09
배당결정,009180,20180212,20180213,KOSPI,1.2,-4.06,-4.29,20.65,11.77
배당결정,263810,20180212,20180213,KOSDAQ,5.7,3.66,-2.39,4.13,-8.67
배당결정,000220,20180212,20180213,KOSPI,35.4,-14.1,-16.66,16.89,12.1
배당결정,003200,20180212,20180213,KOSPI,2.6,-3.35,-5.53,-7.7,-9.44
배당결정,018310,20180212,20180213,KOSDAQ,7.7,-3.05,-5.01,-4.23,-10.5
배당결정,000500,20180212,20180213,KOSPI,14.5,-5.04,-6.09,-6.09,-4.01
자사주직접,001630,20180212,20180213,KOSPI,13.8,-0.2,-2.25,-1.43,4.87
공급계약,222080,20180212,20180213,KOSDAQ,13.7,28.82,35.0,37.64,44.41
공급계약,099220,20180212,20180213,KOSDAQ,8.2,-0.85,-4.63,-2.43,2.62
공급계약,095190,20180212,20180213,KOSDAQ,103.6,26.85,29.65,45.9,34.23
공급계약,084370,20180212,20180213,KOSDAQ,54.4,-4.96,-7.1,-10.74,-17.17
공급계약,049080,20180212,20180213,KOSDAQ,45.9,-4.05,-11.45,-12.21,-7.83
공급계약,036580,20180212,20180213,KOSPI,11.5,-5.92,-7.08,-9.41,-9.41
자사주신탁,115310,20180212,20180213,KOSDAQ,0.9,-1.86,-5.5,-3.01,-5.88
자사주신탁,067310,20180212,20180213,KOSDAQ,10.3,1.27,1.62,7.02,-5.04
자사주직접,185750,20180212,20180213,KOSPI,66.4,-4.17,-6.75,-6.75,-3.43
공급계약,264450,20180212,20180213,KOSDAQ,8.2,7.7,6.74,11.32,12.31
배당결정,031310,20180213,20180214,KOSDAQ,4.9,5.77,-4.96,-0.03,-2.35
배당결정,032540,20180213,20180214,KOSDAQ,1.1,-4.67,-6.97,-6.13,-10.79
배당결정,024120,20180213,20180214,KOSDAQ,1.8,-6.99,-7.42,-10.32,-14.38
배당결정,035080,20180213,20180214,KOSDAQ,34.6,1.09,-4.94,-7.77,-16.87
배당결정,036690,20180213,20180214,KOSDAQ,10.1,3.32,-2.42,-2.28,-13.47
배당결정,015710,20180213,20180214,KOSDAQ,4.7,2.25,-0.65,0.04,0.32
배당결정,018680,20180213,20180214,KOSDAQ,56.6,1.29,-10.52,-3.83,9.56
배당결정,009780,20180213,20180214,KOSDAQ,0.7,-6.28,-8.03,1.14,37.38
배당결정,000440,20180213,20180214,KOSDAQ,0.1,0.61,-0.26,0.44,2.18
배당결정,282330,20180213,20180214,KOSPI,51.4,-11.92,-17.4,-18.89,-13.42
배당결정,041440,20180213,20180214,KOSDAQ,5.5,2.77,-1.6,-1.13,-3.25
배당결정,049430,20180213,20180214,KOSDAQ,2.5,-1.48,-3.38,-1.7,-9.63
배당결정,092130,20180213,20180214,KOSDAQ,5.1,-2.56,-3.27,-0.05,-0.05
배당결정,053160,20180213,20180214,KOSDAQ,13.1,17.3,-8.76,-11.99,-17.01
배당결정,056190,20180213,20180214,KOSDAQ,105.1,3.96,-3.97,-5.05,-13.25
배당결정,065680,20180213,20180214,KOSDAQ,1.8,-0.74,-4.83,-4.08,-11.15
배당결정,072950,20180213,20180214,KOSDAQ,4.2,6.04,1.37,15.9,21.22
배당결정,073110,20180213,20180214,KOSDAQ,4.9,0.27,-4.51,-3.11,-10.46
배당결정,079000,20180213,20180214,KOSDAQ,0.5,0.25,-0.69,5.44,4.34
배당결정,268280,20180213,20180214,KOSPI,1.9,-1.87,1.91,2.94,2.77
배당결정,093920,20180213,20180214,KOSDAQ,4.7,-0.6,-10.0,-10.63,-17.02
배당결정,131970,20180213,20180214,KOSDAQ,9.0,7.42,12.03,19.38,15.4
배당결정,207760,20180213,20180214,KOSDAQ,12.4,2.61,-2.59,-5.5,-8.59
배당결정,263860,20180213,20180214,KOSDAQ,31.9,3.5,-4.9,0.95,1.32
배당결정,051490,20180213,20180214,KOSDAQ,9.8,-0.5,-5.71,2.96,22.25
배당결정,271560,20180213,20180214,KOSPI,101.0,2.79,-0.83,8.67,15.91
배당결정,107590,20180213,20180214,KOSPI,7.1,-1.38,-2.79,-6.02,-8.95
배당결정,122900,20180213,20180214,KOSPI,11.0,4.1,1.61,-1.38,-7.45
자사주신탁,263750,20180213,20180214,KOSDAQ,76.9,-1.66,5.95,-10.07,1.96
공급계약,028260,20180213,20180214,KOSPI,692.7,-0.01,-5.25,-0.75,4.49
공급계약,045340,20180213,20180214,KOSDAQ,6.9,16.01,-2.26,-2.52,-8.27
공급계약,054540,20180213,20180214,KOSDAQ,44.9,-7.18,-12.04,-7.51,0.78
배당결정,192820,20180213,20180214,KOSPI,111.4,11.01,3.42,16.5,34.22
공급계약,200710,20180213,20180214,KOSDAQ,26.6,1.63,-4.77,-1.37,-9.37
공급계약,223310,20180213,20180214,KOSDAQ,72.9,-7.94,-7.94,-11.79,28.38
공급계약,251630,20180213,20180214,KOSDAQ,17.7,-2.5,-14.37,-7.25,-16.75
배당결정,001800,20180213,20180214,KOSPI,33.5,-0.87,-7.33,6.16,-5.81
배당결정,003350,20180213,20180214,KOSPI,47.5,-0.32,-1.88,5.56,15.03
배당결정,006650,20180213,20180214,KOSPI,169.0,-0.68,-10.97,-14.0,-18.08
배당결정,012330,20180213,20180214,KOSPI,875.8,0.73,-2.15,-0.16,8.49
배당결정,017960,20180213,20180214,KOSPI,60.2,-3.54,-6.75,-2.52,-14.62
배당결정,044820,20180213,20180214,KOSPI,14.3,0.49,-3.01,1.4,15.41
배당결정,058850,20180213,20180214,KOSPI,2.4,-0.74,-4.46,-3.37,2.32
배당결정,002600,20180213,20180214,KOSPI,2.3,-2.43,-3.88,-3.05,-8.66
배당결정,016450,20180214,20180219,KOSPI,3.0,-1.18,-4.56,-9.24,-4.96
배당결정,014440,20180214,20180219,KOSPI,5.1,5.06,0.9,-2.12,-3.16
배당결정,012610,20180214,20180219,KOSPI,27.6,1.69,-1.41,7.17,10.27
배당결정,007340,20180214,20180219,KOSPI,8.1,5.79,7.1,5.21,-1.31
배당결정,023450,20180214,20180219,KOSPI,0.0,3.47,6.39,7.77,6.05
배당결정,002450,20180214,20180219,KOSPI,56.5,-4.33,-9.24,-8.17,-4.54
공급계약,265520,20180214,20180219,KOSDAQ,87.0,3.28,-1.31,2.49,-18.91
공급계약,240810,20180214,20180219,KOSDAQ,127.8,-1.28,-2.21,-5.55,-9.68
공급계약,211270,20180214,20180219,KOSDAQ,5.2,-0.89,6.6,0.04,-5.23
배당결정,004150,20180214,20180219,KOSPI,10.2,3.2,1.73,1.43,2.98
배당결정,026940,20180214,20180219,KOSPI,0.6,-4.64,-4.82,2.28,-0.63
배당결정,064480,20180214,20180219,KOSDAQ,12.8,-1.37,-5.21,-10.78,-12.89
배당결정,033530,20180214,20180219,KOSPI,32.0,5.11,-1.31,4.85,-2.44
배당결정,027410,20180214,20180219,KOSPI,68.1,-5.65,-10.81,4.69,-4.91
자사주직접,004150,20180214,20180219,KOSPI,10.2,3.2,1.73,1.43,2.98
배당결정,241710,20180214,20180219,KOSDAQ,8.8,1.46,5.27,2.33,10.46
배당결정,238490,20180214,20180219,KOSDAQ,7.5,-6.05,-18.41,-15.43,-16.8
배당결정,224110,20180214,20180219,KOSDAQ,14.4,11.6,-10.2,-4.19,-16.97
배당결정,212560,20180214,20180219,KOSDAQ,4.6,-1.45,-4.14,-4.68,-6.1
배당결정,260930,20180214,20180219,KOSDAQ,8.3,5.08,0.86,11.79,11.94
배당결정,189300,20180214,20180219,KOSDAQ,5.4,-4.51,-4.51,-12.29,-6.88
배당결정,187870,20180214,20180219,KOSDAQ,34.6,3.54,1.77,4.42,-11.96
배당결정,142210,20180214,20180219,KOSDAQ,6.0,3.07,0.6,-1.75,-9.45
배당결정,123040,20180214,20180219,KOSDAQ,120.8,12.4,3.97,4.27,-5.39
배당결정,114630,20180214,20180219,KOSDAQ,0.1,-2.2,-0.76,-5.71,-1.68
배당결정,006140,20180214,20180219,KOSDAQ,0.6,-3.97,-4.35,-5.98,0.9
배당결정,024950,20180214,20180219,KOSDAQ,6.7,0.97,-4.13,-3.84,-15.7
배당결정,049070,20180214,20180219,KOSDAQ,6.2,-3.73,-4.63,-8.24,-13.82
배당결정,053280,20180214,20180219,KOSDAQ,1.4,0.23,-2.61,0.42,0.23
배당결정,208350,20180214,20180219,KOSDAQ,138.5,-6.01,-7.79,0.32,11.39
배당결정,094850,20180214,20180219,KOSDAQ,19.5,1.44,-0.43,-6.05,-3.43
배당결정,071850,20180214,20180219,KOSDAQ,1.3,-0.5,5.22,5.93,18.82
배당결정,243840,20180219,20180220,KOSDAQ,17.6,-0.79,10.36,39.74,37.88
공급계약,175140,20180219,20180220,KOSDAQ,10.7,-2.8,-4.18,-7.65,-2.33
공급계약,010960,20180219,20180220,KOSPI,3.1,-3.18,-4.94,5.05,29.02
자사주직접,007690,20180219,20180220,KOSPI,6.1,1.9,0.02,5.32,0.7
공급계약,013360,20180219,20180220,KOSPI,10.9,-5.33,-2.09,-4.52,42.44
공급계약,052690,20180219,20180220,KOSPI,23.5,0.99,-6.96,21.91,32.17
배당결정,144960,20180219,20180220,KOSDAQ,3.8,8.09,-0.42,12.0,5.26
자사주신탁,061040,20180219,20180220,KOSDAQ,8.0,-6.98,-10.7,-16.2,-15.58
배당결정,092460,20180219,20180220,KOSDAQ,3.9,-0.09,-1.87,2.13,2.95
배당결정,019680,20180219,20180220,KOSPI,7.4,-2.76,-4.1,-3.25,-6.54
배당결정,066620,20180219,20180220,KOSDAQ,11.8,1.77,8.89,5.21,0.05
배당결정,000050,20180219,20180220,KOSPI,9.0,-8.58,-16.94,-10.83,-9.54
배당결정,001430,20180219,20180220,KOSPI,19.7,-0.88,-5.17,-3.74,-10.88
배당결정,002140,20180219,20180220,KOSPI,6.0,3.07,-1.55,26.18,33.02
배당결정,002700,20180219,20180220,KOSPI,17.9,-1.85,-4.12,5.59,4.95
배당결정,003960,20180219,20180220,KOSPI,3.9,15.04,10.73,23.87,23.05
배당결정,091580,20180219,20180220,KOSDAQ,26.4,-1.13,4.49,51.3,70.48
배당결정,006090,20180219,20180220,KOSPI,5.3,1.11,-3.47,1.11,1.87
배당결정,007160,20180219,20180220,KOSPI,18.6,1.89,-2.04,-1.75,1.01
배당결정,004430,20180219,20180220,KOSPI,87.6,5.68,17.35,31.58,31.58
배당결정,014710,20180219,20180220,KOSPI,2.9,-1.49,-5.2,2.22,0.98
배당결정,178920,20180219,20180220,KOSPI,218.8,-4.57,2.37,8.59,15.17
배당결정,003800,20180219,20180220,KOSDAQ,0.0,-5.54,-5.11,-4.88,-8.94
배당결정,011560,20180219,20180220,KOSDAQ,10.3,1.02,-4.11,-4.11,-9.97
배당결정,018120,20180219,20180220,KOSDAQ,0.7,-2.25,-4.85,-4.85,-3.78
배당결정,032280,20180219,20180220,KOSDAQ,1.0,2.22,-4.25,-2.4,-1.94
배당결정,009470,20180219,20180220,KOSPI,69.0,-10.48,-17.69,-10.48,-6.29
공급계약,005880,20180220,20180221,KOSPI,10.7,-0.42,-8.66,-16.27,-12.74
공급계약,058730,20180220,20180221,KOSPI,4.9,-3.53,-4.71,-4.71,30.73
공급계약,000250,20180220,20180221,KOSDAQ,393.6,-7.47,5.06,3.35,21.42
공급계약,246720,20180220,20180221,KOSDAQ,24.8,-9.12,-12.96,-15.71,-7.2
배당결정,140860,20180220,20180221,KOSDAQ,16.1,14.62,10.8,8.57,14.62
배당결정,003010,20180220,20180221,KOSPI,6.1,-3.53,1.45,7.81,38.24
배당결정,001810,20180220,20180221,KOSDAQ,1.1,9.71,10.38,6.15,3.94
배당결정,267290,20180220,20180221,KOSPI,1.6,-3.47,-3.13,-10.58,-10.35
배당결정,145270,20180220,20180221,KOSPI,1.5,2.67,-0.95,0.52,-6.16
배당결정,094280,20180220,20180221,KOSPI,13.1,-1.25,-6.83,-9.06,-8.31
배당결정,023590,20180220,20180221,KOSPI,88.0,-8.96,-9.16,-7.58,-7.78
배당결정,012320,20180220,20180221,KOSPI,2.3,-9.39,-8.87,-11.37,-11.06
배당결정,025880,20180220,20180221,KOSDAQ,10.0,15.01,10.55,5.56,-4.06
배당결정,010950,20180220,20180221,KOSPI,359.7,2.97,0.88,-0.38,-3.31
배당결정,009580,20180220,20180221,KOSPI,23.5,13.04,25.88,14.25,11.82
배당결정,009200,20180220,20180221,KOSPI,1.6,12.46,30.96,16.59,14.8
배당결정,007310,20180220,20180221,KOSPI,45.6,1.05,5.51,3.92,10.83
배당결정,000020,20180220,20180221,KOSPI,58.0,-5.87,-5.04,1.18,0.35
배당결정,000100,20180220,20180221,KOSPI,124.3,-3.4,-2.7,1.49,11.98
배당결정,000230,20180220,20180221,KOSPI,3.6,-7.5,-6.55,-4.97,-6.87
배당결정,010770,20180220,20180221,KOSPI,83.7,-5.51,-8.95,0.01,-20.73
배당결정,036200,20180220,20180221,KOSDAQ,73.3,7.22,6.85,32.65,24.01
배당결정,038070,20180220,20180221,KOSDAQ,82.5,-6.86,-7.24,-2.13,4.77
배당결정,042110,20180220,20180221,KOSDAQ,5.3,-1.48,-3.45,0.82,1.81
배당결정,166090,20180220,20180221,KOSDAQ,16.2,0.67,0.21,30.66,26.49
배당결정,005010,20180220,20180221,KOSPI,1.7,-4.0,-4.7,-6.83,-3.31
배당결정,003160,20180220,20180221,KOSPI,21.4,-0.58,3.94,0.12,-2.29
배당결정,049950,20180220,20180221,KOSDAQ,45.0,23.5,8.35,42.32,87.05
배당결정,043650,20180220,20180221,KOSDAQ,4.8,-1.48,-3.54,-1.98,5.24
배당결정,091590,20180220,20180221,KOSDAQ,5.5,1.41,11.04,29.98,190.65
자사주신탁,170030,20180221,20180222,KOSDAQ,2.1,-2.23,-2.6,-3.48,-7.61
자사주신탁,036800,20180221,20180222,KOSDAQ,4.0,-1.27,-4.21,-5.05,-0.22
자사주신탁,025860,20180221,20180222,KOSPI,75.4,-5.13,2.23,-10.56,37.12
자사주신탁,000320,20180221,20180222,KOSPI,2.0,-2.78,-5.03,-7.27,-3.74
배당결정,000480,20180221,20180222,KOSPI,0.0,-2.59,-2.24,-3.99,-2.59
배당결정,000850,20180221,20180222,KOSPI,2.6,-7.51,-8.56,-11.37,-9.62
자사주직접,093520,20180221,20180222,KOSDAQ,15.4,-3.77,-3.54,-7.48,-1.63
배당결정,002100,20180221,20180222,KOSPI,1.3,-2.51,3.82,0.49,20.49
배당결정,003070,20180221,20180222,KOSPI,7.8,-4.1,3.22,-6.54,2.73
배당결정,004490,20180221,20180222,KOSPI,7.0,-5.04,-6.19,-8.48,-8.19
배당결정,214330,20180221,20180222,KOSPI,3.4,-6.54,-5.85,-7.24,16.35
배당결정,004440,20180221,20180222,KOSPI,4.1,-5.11,-9.04,-14.02,-0.74
배당결정,248170,20180221,20180222,KOSPI,7.4,-5.28,-3.1,-0.92,-1.56
배당결정,002800,20180221,20180222,KOSDAQ,481.4,-12.45,-12.06,-13.61,-13.22
배당결정,053610,20180221,20180222,KOSDAQ,10.6,-8.14,-11.49,-3.24,-0.92
배당결정,063170,20180221,20180222,KOSDAQ,36.2,-7.42,-2.28,-11.16,-12.28
배당결정,079950,20180221,20180222,KOSDAQ,3.2,-4.86,-4.23,-6.98,-0.49
배당결정,088910,20180221,20180222,KOSDAQ,8.1,-2.43,-3.86,-6.24,-2.19
배당결정,093520,20180221,20180222,KOSDAQ,15.4,-3.77,-3.54,-7.48,-1.63
배당결정,138070,20180221,20180222,KOSDAQ,3.3,-5.89,-9.28,-13.69,-9.5
배당결정,140070,20180221,20180222,KOSDAQ,9.7,-10.07,-12.86,-13.98,-1.81
배당결정,237880,20180221,20180222,KOSDAQ,16.0,-8.55,2.5,-10.46,-5.41
공급계약,003070,20180221,20180222,KOSPI,7.8,-4.1,3.22,-6.54,2.73
배당결정,128940,20180221,20180222,KOSPI,560.6,-8.36,-3.61,-0.48,-0.88
공급계약,002020,20180221,20180222,KOSPI,31.5,-0.14,-7.29,-13.36,-8.89
배당결정,044450,20180221,20180222,KOSPI,17.6,0.09,-4.86,-7.77,-9.92
배당결정,004560,20180221,20180222,KOSPI,28.1,-3.46,-4.25,-11.0,-5.44
배당결정,004910,20180221,20180222,KOSPI,4.2,-3.7,-6.96,-9.48,-5.7
배당결정,006380,20180221,20180222,KOSPI,182.2,-3.23,0.57,-2.49,-7.66
배당결정,006980,20180221,20180222,KOSPI,106.6,-0.38,3.58,-5.92,10.22
배당결정,007540,20180221,20180222,KOSPI,2.4,-2.62,2.49,-3.73,-1.18
배당결정,007590,20180221,20180222,KOSPI,1.3,-3.88,-3.34,-6.17,4.08
배당결정,075180,20180221,20180222,KOSPI,0.5,-4.57,-9.22,-11.34,-13.59
배당결정,007610,20180221,20180222,KOSPI,15.7,-4.92,44.73,95.49,140.4
배당결정,009070,20180221,20180222,KOSPI,0.7,-1.37,1.7,-0.22,4.77
배당결정,023350,20180221,20180222,KOSPI,25.2,-4.69,2.05,-2.45,20.03
배당결정,025860,20180221,20180222,KOSPI,75.4,-5.13,2.23,-10.56,37.12
배당결정,033240,20180221,20180222,KOSPI,50.5,-15.2,-14.79,-28.7,-27.68
배당결정,007700,20180221,20180222,KOSPI,16.0,11.14,15.14,3.64,13.46
배당결정,003650,20180221,20180222,KOSPI,0.5,-4.83,-4.59,-4.96,-4.47
자사주신탁,258610,20180222,20180223,KOSDAQ,5.9,-4.42,2.38,-2.58,-2.22
배당결정,000640,20180222,20180223,KOSPI,25.6,-6.93,-5.09,-4.36,-8.03
배당결정,053620,20180222,20180223,KOSDAQ,2.4,-8.65,-8.23,-9.5,-12.45
배당결정,100660,20180222,20180223,KOSDAQ,1.1,5.59,19.87,12.96,34.61
배당결정,065510,20180222,20180223,KOSDAQ,20.2,-5.64,-0.48,-4.05,-0.48
배당결정,000210,20180222,20180223,KOSPI,237.2,-4.42,-0.11,-4.15,12.0
배당결정,053260,20180222,20180223,KOSDAQ,9.9,-3.97,1.25,-0.29,8.01
배당결정,049830,20180222,20180223,KOSDAQ,0.9,-3.42,-1.58,-6.99,-3.52
배당결정,049480,20180222,20180223,KOSDAQ,67.4,-2.85,-0.17,-10.65,-14.36
배당결정,048770,20180222,20180223,KOSDAQ,6.4,-7.99,-6.05,-11.73,-17.41
배당결정,043360,20180222,20180223,KOSDAQ,0.8,-5.02,4.57,-3.99,-2.22
배당결정,041920,20180222,20180223,KOSDAQ,7.4,-8.61,-5.85,3.92,11.56
배당결정,041520,20180222,20180223,KOSDAQ,1.3,-7.25,-7.53,-12.59,-18.22
배당결정,037230,20180222,20180223,KOSDAQ,15.4,-10.17,-0.85,5.48,-4.01
배당결정,034810,20180222,20180223,KOSDAQ,3.1,2.96,6.04,-1.82,0.57
배당결정,030520,20180222,20180223,KOSDAQ,39.5,-8.2,-6.8,-9.33,-12.43
배당결정,024940,20180222,20180223,KOSDAQ,0.7,-4.21,2.16,4.53,6.53
배당결정,121600,20180222,20180223,KOSDAQ,29.4,-10.43,-1.68,-7.25,2.83
배당결정,019990,20180222,20180223,KOSDAQ,9.9,-10.01,-4.93,1.61,18.67
배당결정,003310,20180222,20180223,KOSDAQ,59.2,-7.49,-28.7,-34.34,-30.06
배당결정,267250,20180222,20180223,KOSPI,60.2,0.96,6.98,2.29,-1.08
배당결정,195870,20180222,20180223,KOSPI,12.9,-1.17,6.59,9.75,6.02
배당결정,119650,20180222,20180223,KOSPI,3.8,-5.74,-1.91,-2.29,11.46
배당결정,101530,20180222,20180223,KOSPI,6.6,-2.79,-2.14,-5.36,-3.43
배당결정,081660,20180222,20180223,KOSPI,6.7,1.79,6.87,14.29,33.88
공급계약,000720,20180222,20180223,KOSPI,398.4,-5.45,10.27,0.76,29.15
공급계약,054300,20180222,20180223,KOSDAQ,6.6,-5.47,-8.05,-14.86,-1.13
공급계약,065770,20180222,20180223,KOSDAQ,6.2,-13.35,-13.15,-20.66,4.25
배당결정,017510,20180222,20180223,KOSDAQ,44.2,-39.85,-34.06,-33.22,-19.38
공급계약,127120,20180222,20180223,KOSDAQ,11.7,-2.65,3.38,3.97,3.24
배당결정,122870,20180222,20180223,KOSDAQ,39.8,-3.87,2.82,2.99,6.34
배당결정,206640,20180222,20180223,KOSDAQ,99.0,-2.02,4.93,-0.41,-3.62
배당결정,002150,20180222,20180223,KOSPI,1.1,-5.02,1.24,-0.17,82.46
배당결정,003300,20180222,20180223,KOSPI,18.4,-1.67,-3.26,-15.56,25.32
배당결정,004270,20180222,20180223,KOSPI,7.1,-3.62,-2.51,-8.49,-14.92
배당결정,004450,20180222,20180223,KOSPI,0.2,1.77,6.88,0.98,-1.18
배당결정,004800,20180222,20180223,KOSPI,218.9,-6.63,-2.33,-7.02,0.79
배당결정,005360,20180222,20180223,KOSPI,4.8,-6.1,1.84,-0.23,5.96
배당결정,006370,20180222,20180223,KOSPI,1.8,-6.74,-6.74,-7.66,-8.77
배당결정,006660,20180222,20180223,KOSPI,1.5,-4.03,-1.99,-5.65,-3.21
